start,end,no2,no2_unit,latitude,longitude
2017-10-08 02:00:00,2017-10-08 03:00:00,25.440000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 07:00:00,2017-10-08 08:00:00,21.240000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 08:00:00,2017-10-08 09:00:00,28.330000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 10:00:00,2017-10-08 11:00:00,21.760000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 11:00:00,2017-10-08 12:00:00,32.110000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 12:00:00,2017-10-08 13:00:00,40.950000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 13:00:00,2017-10-08 14:00:00,25.980000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 14:00:00,2017-10-08 15:00:00,31.560000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 15:00:00,2017-10-08 16:00:00,38.850000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 16:00:00,2017-10-08 17:00:00,28.020000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 17:00:00,2017-10-08 18:00:00,31.250000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 18:00:00,2017-10-08 19:00:00,46.770000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 19:00:00,2017-10-08 20:00:00,45.540000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 20:00:00,2017-10-08 21:00:00,65.750000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 21:00:00,2017-10-08 22:00:00,60.470000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 22:00:00,2017-10-08 23:00:00,52.630000000000000000,ug.m-3,44.444925,26.127289
2017-10-08 23:00:00,2017-10-09 00:00:00,40.910000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 00:00:00,2017-10-09 01:00:00,33.460000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 01:00:00,2017-10-09 02:00:00,35.320000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 06:00:00,2017-10-09 07:00:00,46.100000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 07:00:00,2017-10-09 08:00:00,59.510000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 08:00:00,2017-10-09 09:00:00,65.660000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 09:00:00,2017-10-09 10:00:00,55.880000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 10:00:00,2017-10-09 11:00:00,53.280000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 11:00:00,2017-10-09 12:00:00,49.620000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 12:00:00,2017-10-09 13:00:00,35.180000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 13:00:00,2017-10-09 14:00:00,33.830000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 14:00:00,2017-10-09 15:00:00,26.380000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 15:00:00,2017-10-09 16:00:00,30.690000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 16:00:00,2017-10-09 17:00:00,30.470000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 17:00:00,2017-10-09 18:00:00,49.570000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 18:00:00,2017-10-09 19:00:00,70.900000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 19:00:00,2017-10-09 20:00:00,64.500000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 20:00:00,2017-10-09 21:00:00,70.180000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 21:00:00,2017-10-09 22:00:00,65.620000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 22:00:00,2017-10-09 23:00:00,63.220000000000000000,ug.m-3,44.444925,26.127289
2017-10-09 23:00:00,2017-10-10 00:00:00,52.690000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 00:00:00,2017-10-10 01:00:00,44.320000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 01:00:00,2017-10-10 02:00:00,46.460000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 02:00:00,2017-10-10 03:00:00,45.940000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 03:00:00,2017-10-10 04:00:00,39.890000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 04:00:00,2017-10-10 05:00:00,37.250000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 05:00:00,2017-10-10 06:00:00,41.560000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 07:00:00,2017-10-10 08:00:00,79.580000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 08:00:00,2017-10-10 09:00:00,99.080000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 09:00:00,2017-10-10 10:00:00,94.240000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 10:00:00,2017-10-10 11:00:00,79.030000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 11:00:00,2017-10-10 12:00:00,62.180000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 12:00:00,2017-10-10 13:00:00,35.280000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 13:00:00,2017-10-10 14:00:00,25.500000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 14:00:00,2017-10-10 15:00:00,22.660000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 15:00:00,2017-10-10 16:00:00,35.080000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 16:00:00,2017-10-10 17:00:00,38.180000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 17:00:00,2017-10-10 18:00:00,53.260000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 18:00:00,2017-10-10 19:00:00,85.170000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 19:00:00,2017-10-10 20:00:00,107.590000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 20:00:00,2017-10-10 21:00:00,112.220000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 21:00:00,2017-10-10 22:00:00,130.840000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 22:00:00,2017-10-10 23:00:00,110.320000000000000000,ug.m-3,44.444925,26.127289
2017-10-10 23:00:00,2017-10-11 00:00:00,100.410000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 00:00:00,2017-10-11 01:00:00,100.370000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 01:00:00,2017-10-11 02:00:00,94.900000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 02:00:00,2017-10-11 03:00:00,84.610000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 03:00:00,2017-10-11 04:00:00,65.560000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 04:00:00,2017-10-11 05:00:00,64.370000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 05:00:00,2017-10-11 06:00:00,63.290000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 06:00:00,2017-10-11 07:00:00,68.690000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 08:00:00,2017-10-11 09:00:00,138.900000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 09:00:00,2017-10-11 10:00:00,122.980000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 10:00:00,2017-10-11 11:00:00,89.030000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 11:00:00,2017-10-11 12:00:00,69.250000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 12:00:00,2017-10-11 13:00:00,45.400000000000000000,ug.m-3,44.444925,26.127289
2017-10-11 13:00:00,2017-10-11 14:00:00,34.550000000000000000,ug.m-3,44.444925,26.127289
